,x,y,z,Vs,l
0,24.807501593148153,277.9877093104785,0.0,3.074,3.552713678800501e-15
1,24.807501593148153,277.9877093104785,0.05,3.074,3.552713678800501e-15
2,24.807501593148153,277.9877093104785,0.1,3.074,3.552713678800501e-15
3,24.807501593148153,277.9877093104785,0.15000000000000002,3.074,3.552713678800501e-15
4,24.807501593148153,277.9877093104785,0.2,3.074,3.552713678800501e-15
5,24.807501593148153,277.9877093104785,0.25,3.074,3.552713678800501e-15
6,24.807501593148153,277.9877093104785,0.30000000000000004,3.074,3.552713678800501e-15
7,24.807501593148153,277.9877093104785,0.35000000000000003,3.074,3.552713678800501e-15
8,24.807501593148153,277.9877093104785,0.4,3.074,3.552713678800501e-15
9,24.807501593148153,277.9877093104785,0.45,3.0739999999999994,3.552713678800501e-15
10,24.807501593148153,277.9877093104785,0.5,3.074,3.552713678800501e-15
11,24.807501593148153,277.9877093104785,0.55,3.074,3.552713678800501e-15
12,24.807501593148153,277.9877093104785,0.6000000000000001,3.074,3.552713678800501e-15
13,24.807501593148153,277.9877093104785,0.65,3.074,3.552713678800501e-15
14,24.807501593148153,277.9877093104785,0.7000000000000001,3.074,3.552713678800501e-15
15,24.807501593148153,277.9877093104785,0.75,3.074,3.552713678800501e-15
16,24.807501593148153,277.9877093104785,0.8,3.074,3.552713678800501e-15
17,24.807501593148153,277.9877093104785,0.8500000000000001,3.074,3.552713678800501e-15
18,24.807501593148153,277.9877093104785,0.9,3.074,3.552713678800501e-15
19,24.807501593148153,277.9877093104785,0.9500000000000001,3.074,3.552713678800501e-15
20,24.807501593148153,277.9877093104785,1.0,3.074,3.552713678800501e-15
21,24.807501593148153,277.9877093104785,1.05,3.074,3.552713678800501e-15
22,24.807501593148153,277.9877093104785,1.1,3.074,3.552713678800501e-15
23,24.807501593148153,277.9877093104785,1.1500000000000001,3.074,3.552713678800501e-15
24,24.807501593148153,277.9877093104785,1.2000000000000002,3.074,3.552713678800501e-15
25,24.807501593148153,277.9877093104785,1.25,3.074,3.552713678800501e-15
26,24.807501593148153,277.9877093104785,1.3,3.074,3.552713678800501e-15
27,24.807501593148153,277.9877093104785,1.35,3.074,3.552713678800501e-15
28,24.807501593148153,277.9877093104785,1.4000000000000001,3.074,3.552713678800501e-15
29,24.807501593148153,277.9877093104785,1.4500000000000002,3.074,3.552713678800501e-15
30,24.807501593148153,277.9877093104785,1.5,3.074,3.552713678800501e-15
31,24.807501593148153,277.9877093104785,1.55,3.084635418734305,3.552713678800501e-15
32,24.807501593148153,277.9877093104785,1.6,3.084809008437466,3.552713678800501e-15
33,24.807501593148153,277.9877093104785,1.6500000000000001,3.095618698442883,3.552713678800501e-15
34,24.807501593148153,277.9877093104785,1.7000000000000002,3.0959735734104012,3.552713678800501e-15
35,24.807501593148153,277.9877093104785,1.75,3.1069651231496094,3.552713678800501e-15
36,24.807501593148153,277.9877093104785,1.8,3.107508940536397,3.552713678800501e-15
37,24.807501593148153,277.9877093104785,1.85,3.118689825075518,3.552713678800501e-15
38,24.807501593148153,277.9877093104785,1.9000000000000001,3.1194300521992613,3.552713678800501e-15
39,24.807501593148153,277.9877093104785,1.9500000000000002,3.1308074603680325,3.552713678800501e-15
40,24.807501593148153,277.9877093104785,2.0,3.1317511782471787,3.552713678800501e-15
41,24.807501593148153,277.9877093104785,2.0500000000000003,3.143331790892362,3.552713678800501e-15
42,24.807501593148153,277.9877093104785,2.1,3.154954162296061,3.552713678800501e-15
43,24.807501593148153,277.9877093104785,2.15,3.1562751563440505,3.552713678800501e-15
44,24.807501593148153,277.9877093104785,2.2,3.1576442459292573,3.552713678800501e-15
45,24.807501593148153,277.9877093104785,2.25,3.1696478226677454,3.552713678800501e-15
46,24.807501593148153,277.9877093104785,2.3000000000000003,3.1817052437752453,3.552713678800501e-15
47,24.807501593148153,277.9877093104785,2.35,3.183457197453749,3.552713678800501e-15
48,24.807501593148153,277.9877093104785,2.4000000000000004,3.195736646301266,3.552713678800501e-15
49,24.807501593148153,277.9877093104785,2.45,3.197706911947883,3.552713678800501e-15
50,24.807501593148153,277.9877093104785,2.5,3.199739814209439,3.552713678800501e-15
51,24.807501593148153,277.9877093104785,2.5500000000000003,3.212395783917855,3.552713678800501e-15
52,24.807501593148153,277.9877093104785,2.6,3.225116893290628,3.552713678800501e-15
53,24.807501593148153,277.9877093104785,2.6500000000000004,3.2275166968873417,3.552713678800501e-15
54,24.807501593148153,277.9877093104785,2.7,3.2404512159511585,3.552713678800501e-15
55,24.807501593148153,277.9877093104785,2.75,3.2430554591639402,3.552713678800501e-15
56,24.807501593148153,277.9877093104785,2.8000000000000003,3.2561933589177965,3.552713678800501e-15
57,24.807501593148153,277.9877093104785,2.85,3.2589897386689533,3.552713678800501e-15
